ID,Latitude,Longitude,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,SEX,AGE,DIPLOMA,PRO_CAT,NBPERS_HOUSE,NB_10,NB_11_17,NB_18_24,NB_25_64,NB_65,PMR,DRIVING_LICENCE,NB_CAR,TWO_WHEELER,BIKE,ELECT_SCOOTER,NAVIGO_SUB,IMAGINER_SUB,OTHER_SUB_PT,BIKE_SUB,NSM_SUB,CODGEO
49_1387,48.7389484253,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7438423159,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7487362065,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7536300971,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7585239877,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7634178783,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7683117689,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7732056595,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7780995501,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
49_1387,48.7829934407,2.2275013053,0.0900823241997658,0.0001595934315502,0.5555758650946843,1.8168854034584192,1.023839450930622,0.0,0.0089264172149067,0.1209094649259002,0.2341372346991853,0.0110532349953764,1.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95252.0
