ID,Latitude,Longitude,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,SEX,AGE,DIPLOMA,PRO_CAT,NBPERS_HOUSE,NB_10,NB_11_17,NB_18_24,NB_25_64,NB_65,PMR,DRIVING_LICENCE,NB_CAR,TWO_WHEELER,BIKE,ELECT_SCOOTER,NAVIGO_SUB,IMAGINER_SUB,OTHER_SUB_PT,BIKE_SUB,NSM_SUB,CODGEO
49_1569,48.7389484253,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7438423159,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7487362065,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7536300971,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7585239877,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7634178783,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7683117689,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7732056595,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7780995501,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
49_1569,48.7829934407,2.2275013053,0.0096653040093457,0.0509149150230266,1.5489444905344871,2.896169359824838,0.0,0.0802485709073592,0.0603799349161035,0.3062462131812994,1.276490140342013,0.0040776759447121,1.0,54.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92046.0
