LATITUDE,LONGITUDE,probability
48.7389484253,2.2275013053,1.6522024741237e-07
48.7438423159,2.2275013053,3.649770186834961e-07
48.7487362065,2.2275013053,6.463702935334911e-07
48.7536300971,2.2275013053,9.177214356407018e-07
48.7585239877,2.2275013053,1.0446095567354904e-06
48.7634178783,2.2275013053,9.532634127998578e-07
48.7683117689,2.2275013053,6.977829041841297e-07
48.7732056595,2.2275013053,4.2511921847387894e-07
48.7780995501,2.2275013053,5.492147231154951e-07
48.7829934407,2.2275013053,4.2742150136946685e-06
48.7878873313,2.2275013053,2.6264329794779367e-05
48.7927812219,2.2275013053,8.695201781500963e-05
48.7976751125,2.2275013053,0.00015281882246737856
48.8025690031,2.2275013053,0.00014248417683623523
48.8074628937,2.2275013053,7.047416839340254e-05
48.8123567843,2.2275013053,1.849119716744669e-05
48.8172506749,2.2275013053,2.5737811354295547e-06
48.8221445655,2.2275013053,1.9004203478040374e-07
48.8270384561,2.2275013053,7.443877183112641e-09
48.8319323467,2.2275013053,1.5467502955463949e-10
48.8368262373,2.2275013053,1.704954399371397e-12
48.8417201279,2.2275013053,9.969590560706752e-15
48.8466140185,2.2275013053,3.092556545978194e-17
48.8515079091,2.2275013053,5.089546329039343e-20
48.8564017997,2.2275013053,4.4518855403216644e-23
48.8612956903,2.2275013053,2.1635229694354847e-26
48.8661895809,2.2275013053,1.442338959736114e-29
48.8710834715,2.2275013053,6.677411334614344e-32
48.8759773621,2.2275013053,3.740475210386418e-34
48.8808712527,2.2275013053,1.696125204042646e-36
48.8857651433,2.2275013053,6.235493225130837e-39
48.8906590339,2.2275013053,6.239095370997265e-37
48.8955529245,2.2275013053,1.7895434145063396e-33
48.9004468151,2.2275013053,1.6228579227342127e-30
48.9053407057,2.2275013053,4.652901896020409e-28
48.9102345963,2.2275013053,4.217668348279724e-26
48.9151284869,2.2275013053,1.20872108063845e-24
48.9200223775,2.2275013053,1.0951786035764363e-23
48.9249162681,2.2275013053,3.1372533328669695e-23
48.9298101587,2.2275013053,2.8413871746383657e-23
48.9347040493,2.2275013053,8.140672451716454e-24
48.9395979399,2.2275013053,7.492813812938689e-25
48.9444918305,2.2275013053,3.456812401961333e-26
48.9493857211,2.2275013053,6.0947205457125586e-27
48.9542796117,2.2275013053,1.072471714487438e-27
48.9591735023,2.2275013053,8.0730427506244e-29
48.9640673929,2.2275013053,2.522052713057327e-30
48.9689612835,2.2275013053,3.268311424991675e-32
48.9738551741,2.2275013053,1.7568815717980545e-34
48.9787490647,2.2275013053,3.917520716682046e-37
48.7389484253,2.2323951959,1.0765599457394153e-07
48.7438423159,2.2323951959,3.110973502221272e-07
48.7487362065,2.2323951959,7.207224073898652e-07
48.7536300971,2.2323951959,1.338607811949621e-06
48.7585239877,2.2323951959,1.9932065418293797e-06
48.7634178783,2.2323951959,2.379385915142458e-06
48.7683117689,2.2323951959,2.277159369287103e-06
48.7732056595,2.2323951959,1.748092314057325e-06
48.7780995501,2.2323951959,1.1123682246312258e-06
48.7829934407,2.2323951959,1.3313366098342298e-06
48.7878873313,2.2323951959,9.251721355174703e-06
48.7927812219,2.2323951959,5.4190209180039936e-05
48.7976751125,2.2323951959,0.0001718765551590116
48.8025690031,2.2323951959,0.00028949184391361115
48.8074628937,2.2323951959,0.0002586787485060131
48.8123567843,2.2323951959,0.00012261967481413456
48.8172506749,2.2323951959,3.083411994110682e-05
48.8221445655,2.2323951959,4.1131497771735385e-06
48.8270384561,2.2323951959,2.910643301400787e-07
48.8319323467,2.2323951959,1.0926345715122326e-08
48.8368262373,2.2323951959,2.1758674199787755e-10
48.8417201279,2.2323951959,2.298591190629983e-12
48.8466140185,2.2323951959,1.2881448933596897e-14
48.8515079091,2.2323951959,3.829643441074177e-17
48.8564017997,2.2323951959,6.043141751421946e-20
48.8612956903,2.2323951959,5.1095454240759496e-23
48.8661895809,2.2323951959,2.901046120469703e-26
48.8710834715,2.2323951959,6.609043235651056e-29
48.8759773621,2.2323951959,4.5065924204550275e-31
48.8808712527,2.2323951959,2.6696787296734256e-33
48.8857651433,2.2323951959,1.3726734329259143e-35
48.8906590339,2.2323951959,5.554790549329959e-33
48.8955529245,2.2323951959,9.474472972145034e-30
48.9004468151,2.2323951959,5.109181772278364e-27
48.9053407057,2.2323951959,8.710694479910342e-25
48.9102345963,2.2323951959,4.695256730212459e-23
48.9151284869,2.2323951959,8.001493282059658e-22
48.9200223775,2.2323951959,4.311098260342164e-21
48.9249162681,2.2323951959,7.343624152712335e-21
48.9298101587,2.2323951959,3.954997675089244e-21
48.9347040493,2.2323951959,6.736836616445995e-22
48.9395979399,2.2323951959,3.6661214459939894e-23
48.9444918305,2.2323951959,8.591526842343362e-25
48.9493857211,2.2323951959,6.247775268893858e-26
48.9542796117,2.2323951959,5.9993669766101105e-27
48.9591735023,2.2323951959,2.5190329178587467e-28
48.9640673929,2.2323951959,4.391476899951068e-30
48.9689612835,2.2323951959,3.1757203807330184e-32
48.9738551741,2.2323951959,9.526288260270848e-35
48.9787490647,2.2323951959,1.1853727540693836e-37
48.7389484253,2.2372890865,4.835109704322466e-08
48.7438423159,2.2372890865,1.827764635525832e-07
48.7487362065,2.2372890865,5.539209946379334e-07
48.7536300971,2.2372890865,1.3458262658709182e-06
48.7585239877,2.2372890865,2.6214633598764826e-06
48.7634178783,2.2372890865,4.0936640788190705e-06
48.7683117689,2.2372890865,5.125004469299057e-06
48.7732056595,2.2372890865,5.1438982918303505e-06
48.7780995501,2.2372890865,4.141177425138656e-06
48.7829934407,2.2372890865,2.7523778608394607e-06
48.7878873313,2.2372890865,3.0588007569738283e-06
48.7927812219,2.2372890865,1.871719076229787e-05
48.7976751125,2.2372890865,0.00010427796085262868
48.8025690031,2.2372890865,0.0003168041329589622
48.8074628937,2.2372890865,0.0005113568623810331
48.8123567843,2.2372890865,0.00043790687427961095
48.8172506749,2.2372890865,0.00019893764511035752
48.8221445655,2.2372890865,4.794293557751596e-05
48.8270384561,2.2372890865,6.129202273277474e-06
48.8319323467,2.2372890865,4.1567588447338e-07
48.8368262373,2.2372890865,1.495468470252118e-08
48.8417201279,2.2372890865,2.8541148415175337e-10
48.8466140185,2.2372890865,2.8896049616116575e-12
48.8515079091,2.2372890865,1.551980192710368e-14
48.8564017997,2.2372890865,4.4227427867126615e-17
48.8612956903,2.2372890865,6.704031095013757e-20
48.8661895809,2.2372890865,5.67740581511147e-23
48.8710834715,2.2372890865,6.134285375145547e-26
48.8759773621,2.2372890865,3.783441692230616e-28
48.8808712527,2.2372890865,2.8968890763853073e-30
48.8857651433,2.2372890865,2.6923971531343966e-32
48.8906590339,2.2372890865,2.8565403816620497e-29
48.8955529245,2.2372890865,2.897264810041384e-26
48.9004468151,2.2372890865,9.290573342757559e-24
48.9053407057,2.2372890865,9.418938804146459e-22
48.9102345963,2.2372890865,3.019024026588377e-20
48.9151284869,2.2372890865,3.059400277881261e-19
48.9200223775,2.2372890865,9.801921155903702e-19
48.9249162681,2.2372890865,9.92868342474804e-19
48.9298101587,2.2372890865,3.1796813155268637e-19
48.9347040493,2.2372890865,3.2203596757063376e-20
48.9395979399,2.2372890865,1.0386275318816397e-21
48.9444918305,2.2372890865,1.3089165588663785e-23
48.9493857211,2.2372890865,3.9588597037273127e-25
48.9542796117,2.2372890865,2.0529841574214865e-26
48.9591735023,2.2372890865,4.807012245129565e-28
48.9640673929,2.2372890865,4.6763814409813986e-30
48.9689612835,2.2372890865,1.887139215285169e-32
48.9738551741,2.2372890865,3.158986785937297e-35
48.9787490647,2.2372890865,2.1935191920160575e-38
48.7389484253,2.2421829771,1.4968132277539948e-08
48.7438423159,2.2421829771,7.401800811233589e-08
48.7487362065,2.2421829771,2.934409992742158e-07
48.7536300971,2.2421829771,9.326481008581438e-07
48.7585239877,2.2421829771,2.3764487102187663e-06
48.7634178783,2.2421829771,4.854591587252652e-06
48.7683117689,2.2421829771,7.950429127412783e-06
48.7732056595,2.2421829771,1.0438595786265306e-05
48.7780995501,2.2421829771,1.098777505290949e-05
48.7829934407,2.2421829771,9.276819437078375e-06
48.7878873313,2.2421829771,6.440725862660496e-06
48.7927812219,2.2421829771,6.678315233989593e-06
48.7976751125,2.2421829771,3.543022024984274e-05
48.8025690031,2.2421829771,0.00018716942236879702
48.8074628937,2.2421829771,0.00054451524936245
48.8123567843,2.2421829771,0.0008422513253987907
48.8172506749,2.2421829771,0.0006912420253980663
48.8221445655,2.2421829771,0.00030095432713598684
48.8270384561,2.2421829771,6.950952875929328e-05
48.8319323467,2.2421829771,8.516477628135787e-06
48.8368262373,2.2421829771,5.535378791250578e-07
48.8417201279,2.2421829771,1.9085627854102373e-08
48.8466140185,2.2421829771,3.4909053979856333e-10
48.8515079091,2.2421829771,3.3872449235956396e-12
48.8564017997,2.2421829771,1.743674276312102e-14
48.8612956903,2.2421829771,4.7659409294657674e-17
48.8661895809,2.2421829771,7.002245764934543e-20
48.8710834715,2.2421829771,6.983303559912169e-23
48.8759773621,2.2421829771,2.3493663284663885e-25
48.8808712527,2.2421829771,2.170486908808096e-27
48.8857651433,2.2421829771,6.210447516232715e-29
48.8906590339,2.2421829771,8.484670801546482e-26
48.8955529245,2.2421829771,5.117308858184873e-23
48.9004468151,2.2421829771,9.757846594261665e-21
48.9053407057,2.2421829771,5.882629235902654e-19
48.9102345963,2.2421829771,1.1212284340490092e-17
48.9151284869,2.2421829771,6.756501335881246e-17
48.9200223775,2.2421829771,1.2872259877220328e-16
48.9249162681,2.2421829771,7.753418648314129e-17
48.9298101587,2.2421829771,1.4765291623068997e-17
48.9347040493,2.2421829771,8.891845149492939e-19
48.9395979399,2.2421829771,1.701886662883636e-20
48.9444918305,2.2421829771,1.196965341012408e-22
48.9493857211,2.2421829771,1.5523248032777015e-24
48.9542796117,2.2421829771,4.2980110543773e-26
48.9591735023,2.2421829771,5.609993541379712e-28
48.9640673929,2.2421829771,3.0454547514322186e-30
48.9689612835,2.2421829771,6.858173725433101e-33
48.9738551741,2.2421829771,6.406410430947065e-36
48.9787490647,2.2421829771,2.4823944718014072e-39
48.7389484253,2.2470768677,3.1939054695773596e-09
48.7438423159,2.2470768677,2.066082611677497e-08
48.7487362065,2.2470768677,1.0714870468599404e-07
48.7536300971,2.2470768677,4.454918731776697e-07
48.7585239877,2.2470768677,1.4849309683098826e-06
48.7634178783,2.2470768677,3.968134291310231e-06
48.7683117689,2.2470768677,8.501196917934785e-06
48.7732056595,2.2470768677,1.4601161649590362e-05
48.7780995501,2.2470768677,2.0105199328577608e-05
48.7829934407,2.2470768677,2.2194511106723243e-05
48.7878873313,2.2470768677,1.9651269388525584e-05
48.7927812219,2.2470768677,1.4254999967292695e-05
48.7976751125,2.2470768677,1.3891180480557843e-05
48.8025690031,2.2470768677,6.284987034802687e-05
48.8074628937,2.2470768677,0.0003134263951181322
48.8123567843,2.2470768677,0.0008727464532335591
48.8172506749,2.2470768677,0.0012935768316694996
48.8221445655,2.2470768677,0.0010174353649917563
48.8270384561,2.2470768677,0.0004245330043556302
48.8319323467,2.2470768677,9.397038737775726e-05
48.8368262373,2.2470768677,1.1034254133049509e-05
48.8417201279,2.2470768677,6.873326189564768e-07
48.8466140185,2.2470768677,2.27124202826781e-08
48.8515079091,2.2470768677,3.981394785372827e-10
48.8564017997,2.2470768677,3.702542031188994e-12
48.8612956903,2.2470768677,1.8272638966364008e-14
48.8661895809,2.2470768677,4.8037646132113543e-17
48.8710834715,2.2470768677,7.141949488428748e-20
48.8759773621,2.2470768677,1.3291715600422345e-22
48.8808712527,2.2470768677,1.1354561688458657e-24
48.8857651433,2.2470768677,1.4020809396717172e-25
48.8906590339,2.2470768677,1.455628081529414e-22
48.8955529245,2.2470768677,5.2205393808554474e-20
48.9004468151,2.2470768677,5.919510076904617e-18
48.9053407057,2.2470768677,2.1220777253598518e-16
48.9102345963,2.2470768677,2.405148767952007e-15
48.9151284869,2.2470768677,8.61842170263636e-15
48.9200223775,2.2470768677,9.763796159082071e-15
48.9249162681,2.2470768677,3.4971571103463817e-15
48.9298101587,2.2470768677,3.9602378888791713e-16
48.9347040493,2.2470768677,1.4181143867986657e-17
48.9395979399,2.2470768677,1.6120167625998807e-19
48.9444918305,2.2470768677,6.476751090752398e-22
48.9493857211,2.2470768677,3.763502574379094e-24
48.9542796117,2.2470768677,5.505361331827451e-26
48.9591735023,2.2470768677,4.0040205590362606e-28
48.9640673929,2.2470768677,1.212934337788265e-30
48.9689612835,2.2470768677,1.5242488789956317e-33
48.9738551741,2.2470768677,7.945561012532223e-37
48.9787490647,2.2470768677,1.7180785320249953e-40
48.7389484253,2.2519707583,4.697531155822904e-10
48.7438423159,2.2519707583,3.975128178289248e-09
48.7487362065,2.2519707583,2.6967843735343292e-08
48.7536300971,2.2519707583,1.466746048897621e-07
48.7585239877,2.2519707583,6.395540434604894e-07
48.7634178783,2.2519707583,2.235698261517998e-06
48.7683117689,2.2519707583,6.265601175115783e-06
48.7732056595,2.2519707583,1.4077512557671905e-05
48.7780995501,2.2519707583,2.535728301178666e-05
48.7829934407,2.2519707583,3.6617876510733574e-05
48.7878873313,2.2519707583,4.2393555314774984e-05
48.7927812219,2.2519707583,3.936396778901752e-05
48.7976751125,2.2519707583,2.9842504730911993e-05
48.8025690031,2.2519707583,2.7589671138866652e-05
48.8074628937,2.2519707583,0.00010472066904774013
48.8123567843,2.2519707583,0.0004898234859796121
48.8172506749,2.2519707583,0.0013045172412909987
48.8221445655,2.2519707583,0.0018525998087636415
48.8270384561,2.2519707583,0.0013964130228040432
48.8319323467,2.2519707583,0.0005584066619330946
48.8368262373,2.2519707583,0.00011845826895484172
48.8417201279,2.2519707583,1.3330721763812257e-05
48.8466140185,2.2519707583,7.958201200961429e-07
48.8515079091,2.2519707583,2.5202934441534776e-08
48.8564017997,2.2519707583,4.2342185384374705e-10
48.8612956903,2.2519707583,3.7744403402870114e-12
48.8661895809,2.2519707583,1.787776906358025e-14
48.8710834715,2.2519707583,4.5792177763673654e-17
48.8759773621,2.2519707583,8.235079719177687e-20
48.8808712527,2.2519707583,4.387159326218812e-22
48.8857651433,2.2519707583,2.1936920678729353e-22
48.8906590339,2.2519707583,1.442402049902313e-19
48.8955529245,2.2519707583,3.0761636115582595e-17
48.9004468151,2.2519707583,2.074138964869513e-15
48.9053407057,2.2519707583,4.421518073108225e-14
48.9102345963,2.2519707583,2.97995766308708e-13
48.9151284869,2.2519707583,6.349710459647288e-13
48.9200223775,2.2519707583,4.277627069753604e-13
48.9249162681,2.2519707583,9.110818302741602e-14
48.9298101587,2.2519707583,6.1350935828694715e-15
48.9347040493,2.2519707583,1.3063468305993422e-16
48.9395979399,2.2519707583,8.82350858585561e-19
48.9444918305,2.2519707583,2.055050972231812e-21
48.9493857211,2.2519707583,5.622996267560105e-24
48.9542796117,2.2519707583,4.314739326751844e-26
48.9591735023,2.2519707583,1.7477446135662758e-28
48.9640673929,2.2519707583,2.954373297517299e-31
48.9689612835,2.2519707583,2.0717919744199035e-34
48.9738551741,2.2519707583,6.026667536977729e-38
48.9787490647,2.2519707583,7.272070590579147e-42
48.7389484253,2.2568646489,4.76223086759323e-11
48.7438423159,2.2568646489,5.271664425715382e-10
48.7487362065,2.2568646489,4.678414383943357e-09
48.7536300971,2.2568646489,3.328612452205692e-08
48.7585239877,2.2568646489,1.898634634438468e-07
48.7634178783,2.2568646489,8.68226790073467e-07
48.7683117689,2.2568646489,3.1830142565800273e-06
48.7732056595,2.2568646489,9.355297513916402e-06
48.7780995501,2.2568646489,2.2043991805641232e-05
48.7829934407,2.2568646489,4.16424714570376e-05
48.7878873313,2.2568646489,6.306616145869924e-05
48.7927812219,2.2568646489,7.657244767337481e-05
48.7976751125,2.2568646489,7.456318062601952e-05
48.8025690031,2.2568646489,5.909628172405474e-05
48.8074628937,2.2568646489,5.241372618011464e-05
48.8123567843,2.2568646489,0.00016443933843108226
48.8172506749,2.2568646489,0.000714807955581734
48.8221445655,2.2568646489,0.0018186135761094522
48.8270384561,2.2568646489,0.0024741248230483333
48.8319323467,2.2568646489,0.001787128162552772
48.8368262373,2.2568646489,0.0006848892683051809
48.8417201279,2.2568646489,0.00013924170156898822
48.8466140185,2.2568646489,1.5017382959795066e-05
48.8515079091,2.2568646489,8.592015032102496e-07
48.8564017997,2.2568646489,2.607830068218339e-08
48.8612956903,2.2568646489,4.199420954310588e-10
48.8661895809,2.2568646489,3.5901812067701133e-12
48.8710834715,2.2568646489,1.6398115794970876e-14
48.8759773621,2.2568646489,4.332506478033032e-17
48.8808712527,2.2568646489,1.4707729280979306e-19
48.8857651433,2.2568646489,2.076131063988752e-19
48.8906590339,2.2568646489,8.255485365387106e-17
48.8955529245,2.2568646489,1.04694482090156e-14
48.9004468151,2.2568646489,4.1976888553779163e-13
