LATITUDE,LONGITUDE,probability
48.7389484253,2.2275013053,3.9543826742881615e-13
48.7438423159,2.2275013053,1.8056015354042165e-13
48.7487362065,2.2275013053,7.798859672928641e-14
48.7536300971,2.2275013053,3.1864438254388695e-14
48.7585239877,2.2275013053,1.231536809700883e-14
48.7634178783,2.2275013053,4.502508045405542e-15
48.7683117689,2.2275013053,1.5571396658566498e-15
48.7732056595,2.2275013053,5.094089935659004e-16
48.7780995501,2.2275013053,1.5764188464111388e-16
48.7829934407,2.2275013053,4.614690707363881e-17
48.7878873313,2.2275013053,1.2778490323604173e-17
48.7927812219,2.2275013053,3.34720620839747e-18
48.7976751125,2.2275013053,8.293757983355344e-19
48.8025690031,2.2275013053,1.9439550478007149e-19
48.8074628937,2.2275013053,4.3100970355269356e-20
48.8123567843,2.2275013053,9.03969754070784e-21
48.8172506749,2.2275013053,1.7938164780241203e-21
48.8221445655,2.2275013053,4.293492902701737e-22
48.8270384561,2.2275013053,1.616431487289311e-20
48.8319323467,2.2275013053,1.9743012492605844e-18
48.8368262373,2.2275013053,1.709227213378295e-16
48.8417201279,2.2275013053,1.0449959445392765e-14
48.8466140185,2.2275013053,4.5118602459967977e-13
48.8515079091,2.2275013053,1.3756973363187142e-11
48.8564017997,2.2275013053,2.962213638383867e-10
48.8612956903,2.2275013053,4.504390992145112e-09
48.8661895809,2.2275013053,4.837065951209711e-08
48.8710834715,2.2275013053,3.668209740530982e-07
48.8759773621,2.2275013053,1.9645022658112526e-06
48.8808712527,2.2275013053,7.429800144158947e-06
48.8857651433,2.2275013053,1.984394217316717e-05
48.8906590339,2.2275013053,3.742872189802536e-05
48.8955529245,2.2275013053,4.9854947708184885e-05
48.9004468151,2.2275013053,4.689621112529344e-05
48.9053407057,2.2275013053,3.115254061279028e-05
48.9102345963,2.2275013053,1.4614212192760791e-05
48.9151284869,2.2275013053,4.841540511999914e-06
48.9200223775,2.2275013053,1.1327079663975023e-06
48.9249162681,2.2275013053,1.871451441883769e-07
48.9298101587,2.2275013053,2.1835613302050804e-08
48.9347040493,2.2275013053,1.7991958862591355e-09
48.9395979399,2.2275013053,1.0469301999122855e-10
48.9444918305,2.2275013053,4.302127025998949e-12
48.9493857211,2.2275013053,1.2484609257852107e-13
48.9542796117,2.2275013053,2.558544075085336e-15
48.9591735023,2.2275013053,3.702858143957548e-17
48.9640673929,2.2275013053,3.7844909391109143e-19
48.9689612835,2.2275013053,2.7315181641450096e-21
