LATITUDE,LONGITUDE,probability
48.7389484253,2.2275013053,1.7904460691813393e-198
48.7438423159,2.2275013053,1.338938957279152e-191
48.7487362065,2.2275013053,6.329761591701033e-185
48.7536300971,2.2275013053,1.8916508017885096e-178
48.7585239877,2.2275013053,3.573729079047556e-172
48.7634178783,2.2275013053,4.268048286852616e-166
48.7683117689,2.2275013053,3.222285845162768e-160
48.7732056595,2.2275013053,1.5378920219768004e-154
48.7780995501,2.2275013053,4.6399645822480365e-149
48.7829934407,2.2275013053,8.849740337457124e-144
48.7878873313,2.2275013053,1.0670221425171636e-138
48.7927812219,2.2275013053,8.132861504107716e-134
48.7976751125,2.2275013053,3.918685073102795e-129
48.8025690031,2.2275013053,1.1936153345775109e-124
48.8074628937,2.2275013053,2.2983462563800085e-120
48.8123567843,2.2275013053,2.7976511968820514e-116
48.8172506749,2.2275013053,2.15277537618046e-112
48.8221445655,2.2275013053,1.0472030746102876e-108
48.8270384561,2.2275013053,3.2202541910889114e-105
48.8319323467,2.2275013053,6.26111153414821e-102
48.8368262373,2.2275013053,1.1439249416986041e-98
48.8417201279,2.2275013053,4.008332863578791e-93
48.8466140185,2.2275013053,1.3187426778557692e-87
48.8515079091,2.2275013053,1.3401054160158267e-82
48.8564017997,2.2275013053,4.2000588356825594e-78
48.8612956903,2.2275013053,4.0598345844957995e-74
48.8661895809,2.2275013053,1.2103134334571931e-70
48.8710834715,2.2275013053,1.1128174274632781e-67
48.8759773621,2.2275013053,3.155633320537567e-65
48.8808712527,2.2275013053,2.7598513947771375e-63
48.8857651433,2.2275013053,7.44425793898972e-62
48.8906590339,2.2275013053,6.192894442991894e-61
48.8955529245,2.2275013053,1.5889216859569256e-60
48.9004468151,2.2275013053,1.2573258869457453e-60
48.9053407057,2.2275013053,3.068525750565135e-61
48.9102345963,2.2275013053,2.3096609785444357e-62
48.9151284869,2.2275013053,5.361709153867181e-64
48.9200223775,2.2275013053,3.8387940874374443e-66
48.9249162681,2.2275013053,8.476731188496414e-69
48.9298101587,2.2275013053,7.687543617519469e-72
48.9347040493,2.2275013053,1.6464062450246918e-71
